date,precipitation,wind,weather,max_temp,min_temp
2013/06/17,0.0,3.0,sun,78.1,57.0
2013/06/18,0.3,3.4,fog,73.9,55.9
2013/06/19,0.0,3.7,sun,68.0,55.0
2013/06/20,3.0,5.0,sun,63.0,55.0
2013/06/21,0.3,1.5,sun,69.1,54.0
2013/06/22,0.0,1.7,sun,78.1,53.1
2013/06/23,7.9,2.1,fog,72.0,59.0
2013/06/24,4.8,3.7,fog,70.0,57.0
2013/06/25,9.9,2.8,sun,73.9,57.9
2013/06/26,2.0,2.3,fog,72.0,59.0
2013/06/27,3.6,1.3,fog,70.0,62.1
2013/06/28,0.0,2.2,sun,87.1,61.0
2013/06/29,0.0,1.7,sun,86.0,64.9
2013/06/30,0.0,2.5,sun,93.0,63.0
2013/07/01,0.0,2.3,sun,89.1,64.9
2013/07/02,0.0,3.0,sun,82.9,60.1
2013/07/03,0.0,3.2,sun,79.0,62.1
2013/07/04,0.0,2.2,fog,71.1,57.0
2013/07/05,0.0,2.6,sun,73.9,57.0
2013/07/06,0.0,2.2,sun,79.0,55.9
2013/07/07,0.0,2.9,sun,75.0,57.0
2013/07/08,0.0,2.8,sun,80.1,55.9
2013/07/09,0.0,2.5,sun,86.0,59.0
2013/07/10,0.0,2.6,sun,72.0,57.0
2013/07/11,0.0,3.0,sun,73.0,54.0
2013/07/12,0.0,2.2,sun,66.9,55.9
2013/07/13,0.0,3.1,sun,79.0,52.0
2013/07/14,0.0,3.0,sun,82.0,55.0
2013/07/15,0.0,4.6,sun,82.0,57.9
2013/07/16,0.0,4.1,sun,88.0,64.9
2013/07/17,0.0,3.7,rain,72.0,59.0
2013/07/18,0.0,2.0,sun,79.0,57.0
2013/07/19,0.0,1.9,sun,82.0,55.9
2013/07/20,0.0,2.0,sun,77.0,55.9
2013/07/21,0.0,2.3,sun,75.0,55.0
2013/07/22,0.0,2.4,fog,79.0,55.9
2013/07/23,0.0,3.0,sun,88.0,57.0
2013/07/24,0.0,2.5,sun,88.0,57.9
2013/07/25,0.0,2.3,sun,88.0,55.0
2013/07/26,0.0,2.9,sun,88.0,57.9
2013/07/27,0.0,2.6,sun,78.1,55.0
2013/07/28,0.0,3.4,fog,70.0,54.0
2013/07/29,0.0,1.4,sun,77.0,55.9
2013/07/30,0.0,2.8,sun,77.0,55.9
2013/07/31,0.0,1.8,sun,71.1,55.9
2013/08/01,0.0,3.9,sun,69.1,55.9
2013/08/02,2.0,2.0,sun,63.0,59.0
2013/08/03,0.0,2.4,fog,77.0,60.1
2013/08/04,0.0,3.4,sun,84.0,59.0
2013/08/05,0.0,2.1,sun,86.0,59.0
2013/08/06,0.0,1.4,sun,87.1,57.0
2013/08/07,0.0,1.9,sun,88.0,57.0
2013/08/08,0.0,2.5,sun,82.9,57.9
2013/08/09,0.0,2.1,rain,82.9,57.9
2013/08/10,2.3,2.9,sun,78.1,59.0
2013/08/11,0.0,2.9,sun,77.0,57.9
2013/08/12,0.0,1.9,sun,78.1,61.0
2013/08/13,0.0,1.8,sun,82.0,59.0
2013/08/14,0.8,2.0,sun,81.0,59.0
2013/08/15,1.8,1.0,sun,70.0,63.0
2013/08/16,0.0,2.2,fog,84.0,61.0
2013/08/17,0.0,3.0,sun,78.1,63.0
2013/08/18,0.0,3.1,sun,79.0,60.1
2013/08/19,0.0,3.0,sun,80.1,60.1
2013/08/20,0.0,4.6,sun,78.1,61.0
2013/08/21,0.0,4.3,sun,82.0,59.0
2013/08/22,0.0,1.9,sun,84.0,59.0
2013/08/23,0.0,4.1,sun,77.0,61.0
2013/08/24,0.0,2.7,sun,77.0,62.1
2013/08/25,0.3,2.6,sun,72.0,61.0
2013/08/26,1.0,1.9,sun,75.9,61.0
2013/08/27,1.3,1.4,sun,80.1,63.0
2013/08/28,5.6,1.3,fog,80.1,60.1
2013/08/29,19.3,3.0,sun,75.0,64.9
2013/08/30,0.0,2.9,sun,79.0,61.0
2013/08/31,0.0,2.6,sun,82.0,57.0
2013/09/01,0.0,2.5,sun,82.0,60.1
2013/09/02,0.0,2.1,sun,82.0,63.0
2013/09/03,2.3,1.7,fog,77.0,62.1
2013/09/04,0.3,2.4,fog,73.0,61.0
2013/09/05,27.7,2.5,sun,68.0,60.1
2013/09/06,21.3,2.6,fog,71.1,61.0
2013/09/07,0.0,2.0,sun,73.9,63.0
2013/09/08,0.0,1.5,fog,80.1,57.9
2013/09/09,0.0,2.1,sun,79.0,57.0
2013/09/10,0.0,3.7,sun,80.1,59.0
2013/09/11,0.0,2.4,sun,93.0,61.0
2013/09/12,0.0,1.7,sun,78.1,59.0
2013/09/13,0.0,2.0,sun,66.0,60.1
2013/09/14,0.0,1.4,fog,71.1,60.1
2013/09/15,3.3,2.2,sun,66.0,57.9
2013/09/16,0.3,4.3,fog,71.1,59.0
2013/09/17,0.0,2.3,sun,64.0,57.0
2013/09/18,0.0,2.5,sun,70.0,55.9
2013/09/19,0.0,1.5,sun,78.1,50.0
2013/09/20,3.6,3.0,fog,73.9,55.9
2013/09/21,0.0,2.5,sun,70.0,55.9
2013/09/22,13.5,5.5,fog,63.0,55.9
2013/09/23,2.8,4.5,fog,61.0,52.0
2013/09/24,0.0,2.6,sun,64.0,50.0
2013/09/25,2.0,3.0,fog,61.0,48.9
2013/09/26,0.0,2.2,sun,63.0,45.0
2013/09/27,1.0,4.3,fog,57.0,51.1
2013/09/28,43.4,6.0,fog,62.1,53.1
2013/09/29,16.8,7.1,sun,57.9,52.0
2013/09/30,18.5,6.3,fog,57.0,50.0
2013/10/01,7.9,4.7,fog,57.9,48.0
2013/10/02,5.3,2.4,fog,55.0,48.9
2013/10/03,0.8,0.9,fog,57.9,48.0
2013/10/04,0.0,1.1,sun,64.0,42.1
2013/10/05,0.0,1.6,sun,68.0,46.9
2013/10/06,4.1,2.6,fog,73.0,46.0
2013/10/07,0.5,6.3,fog,61.0,53.1
2013/10/08,6.9,3.0,rain,57.0,46.0
2013/10/09,0.0,1.6,sun,59.0,42.1
2013/10/10,1.0,1.7,fog,57.9,46.9
2013/10/11,9.1,1.0,sun,57.0,51.1
2013/10/12,1.0,2.2,fog,57.9,48.0
2013/10/13,0.0,1.8,fog,59.0,44.1
2013/10/14,0.0,1.6,sun,60.1,39.0
2013/10/15,0.0,0.9,sun,60.1,41.0
2013/10/16,0.0,2.7,fog,55.0,48.0
2013/10/17,0.0,1.7,fog,57.9,48.0
2013/10/18,0.0,1.2,sun,55.0,45.0
2013/10/19,0.0,1.4,sun,51.1,46.0
2013/10/20,0.0,2.4,sun,51.1,46.0
2013/10/21,0.0,2.5,sun,53.1,46.9
2013/10/22,0.0,1.9,sun,57.9,45.0
2013/10/23,0.0,0.4,sun,55.0,43.0
2013/10/24,0.0,0.6,sun,50.0,43.0
2013/10/25,0.0,1.8,sun,54.0,46.0
2013/10/26,0.0,2.7,sun,53.1,46.9
2013/10/27,1.8,4.4,fog,57.0,46.9
2013/10/28,0.0,5.1,sun,57.9,45.0
2013/10/29,0.0,2.2,sun,55.9,37.9
2013/10/30,0.5,3.9,sun,59.0,42.1
2013/10/31,0.3,2.2,fog,57.9,51.1
2013/11/01,1.3,1.4,sun,64.0,53.1
2013/11/02,12.7,7.9,fog,57.9,46.9
2013/11/03,0.5,2.4,sun,54.0,39.9
2013/11/04,0.0,1.6,drizzle,51.1,39.0
2013/11/05,2.5,3.1,fog,55.9,45.0
2013/11/06,3.8,1.7,sun,55.0,46.0
2013/11/07,30.0,7.2,fog,52.0,50.0
2013/11/08,0.0,4.1,sun,55.9,45.0
2013/11/09,1.8,1.4,sun,52.0,41.0
2013/11/10,0.0,4.4,sun,52.0,46.9
2013/11/11,0.0,2.6,fog,61.0,43.0
2013/11/12,4.1,2.2,fog,60.1,48.0
2013/11/13,0.0,3.8,sun,57.0,51.1
2013/11/14,1.3,1.1,fog,52.0,43.0
2013/11/15,3.0,6.0,sun,51.1,45.0
2013/11/16,0.0,4.6,sun,50.0,41.0
2013/11/17,5.3,5.4,fog,53.1,45.0
2013/11/18,26.2,3.9,fog,55.0,48.9
2013/11/19,1.0,5.1,fog,55.9,39.9
2013/11/20,0.0,4.3,sun,46.0,35.1
2013/11/21,0.0,3.6,sun,46.0,31.1
2013/11/22,0.0,4.6,sun,48.9,32.0
2013/11/23,0.0,2.6,sun,52.0,34.0
2013/11/24,0.0,0.9,fog,53.1,33.1
2013/11/25,0.0,0.5,sun,54.0,36.0
2013/11/26,0.0,1.0,sun,54.0,37.0
2013/11/27,0.0,1.3,sun,57.9,42.1
2013/11/28,0.0,0.7,sun,53.1,37.9
2013/11/29,0.5,2.1,fog,48.9,41.0
2013/11/30,2.3,3.9,fog,52.0,45.0
2013/12/01,3.0,8.8,fog,55.9,46.0
2013/12/02,4.6,3.5,sun,46.0,35.1
2013/12/03,0.0,5.6,sun,41.0,31.1
2013/12/04,0.0,1.6,sun,39.9,28.2
2013/12/05,0.0,2.6,sun,34.0,23.2
2013/12/06,0.0,4.7,sun,34.0,24.3
2013/12/07,0.0,3.1,sun,32.0,19.2
2013/12/08,0.0,2.2,sun,36.0,20.1
2013/12/09,0.0,1.3,sun,34.0,23.2
2013/12/10,0.0,1.5,sun,42.1,33.1
2013/12/11,0.0,0.8,sun,41.0,29.1
2013/12/12,6.9,2.3,sun,42.1,31.1
2013/12/13,0.5,2.9,fog,48.9,42.1
2013/12/14,0.0,3.7,sun,48.9,43.0
2013/12/15,1.3,3.9,fog,53.1,46.9
2013/12/16,0.3,1.0,sun,50.0,39.9
2013/12/17,0.0,2.7,sun,46.9,39.9
2013/12/18,1.3,2.8,fog,46.0,36.0
2013/12/19,0.0,2.1,sun,41.0,32.0
2013/12/20,5.6,3.7,fog,46.9,33.1
2013/12/21,5.6,2.3,fog,48.0,42.1
2013/12/22,10.7,4.0,fog,51.1,46.9
2013/12/23,1.5,5.9,fog,53.1,43.0
2013/12/24,0.0,1.7,sun,46.9,37.0
2013/12/25,0.0,0.8,sun,44.1,35.1
2013/12/26,0.0,0.5,sun,44.1,33.1
2013/12/27,0.3,2.1,fog,48.0,32.0
2013/12/28,0.0,1.3,sun,48.9,37.9
2013/12/29,0.0,1.1,sun,45.0,35.1
2013/12/30,0.3,2.6,sun,48.0,39.9
2013/12/31,0.5,1.7,sun,46.9,41.0
2014/01/01,0.0,1.2,sun,45.0,37.9
2014/01/02,4.1,3.2,sun,51.1,43.0
2014/01/03,1.5,2.6,fog,48.0,37.0
2014/01/04,0.0,2.7,fog,46.0,33.1
2014/01/05,0.0,3.7,sun,46.9,31.1
2014/01/06,0.3,2.6,fog,46.0,31.1
2014/01/07,12.2,1.6,sun,46.9,41.0
2014/01/08,9.7,4.6,fog,50.0,45.0
2014/01/09,5.8,6.3,fog,48.9,42.1
2014/01/10,4.3,7.0,sun,55.0,46.9
2014/01/11,21.3,8.8,fog,57.9,45.0
2014/01/12,1.5,8.1,fog,52.0,42.1
2014/01/13,0.0,7.1,sun,51.1,50.0
2014/01/14,0.0,1.3,sun,52.0,45.0
2014/01/15,0.0,2.5,sun,52.0,42.1
2014/01/16,0.0,2.7,sun,44.1,39.9
2014/01/17,0.0,2.3,sun,42.1,37.0
2014/01/18,0.0,2.2,sun,48.9,33.1
2014/01/19,0.0,2.5,sun,43.0,37.9
2014/01/20,0.0,2.2,sun,50.0,37.0
2014/01/21,0.0,1.5,sun,50.0,35.1
2014/01/22,0.5,2.6,sun,48.9,42.1
2014/01/23,0.0,5.2,fog,50.0,37.0
2014/01/24,0.0,1.9,sun,55.0,34.0
2014/01/25,0.0,0.8,sun,54.0,34.0
2014/01/26,0.0,1.3,sun,46.9,33.1
2014/01/27,0.0,1.3,sun,48.9,35.1
2014/01/28,8.9,1.6,fog,52.0,43.0
2014/01/29,21.6,3.4,fog,52.0,45.0
2014/01/30,0.0,6.4,sun,46.9,43.0
2014/01/31,2.3,2.6,fog,46.0,42.1
2014/02/01,2.0,0.8,sun,46.0,37.0
2014/02/02,0.0,2.5,sun,48.0,34.0
2014/02/03,0.0,4.3,sun,41.0,32.0
2014/02/04,0.0,4.7,sun,37.0,28.2
2014/02/05,0.0,6.6,sun,31.1,22.1
2014/02/06,0.0,4.5,sun,29.1,21.2
2014/02/07,0.0,4.2,sun,37.9,23.2
2014/02/08,5.1,4.6,fog,42.1,31.1
2014/02/09,0.5,2.4,fog,39.0,32.0
2014/02/10,18.3,4.7,fog,50.0,36.0
2014/02/11,17.0,3.8,fog,54.0,42.1
2014/02/12,4.6,6.4,fog,54.0,45.0
2014/02/13,1.8,6.3,fog,55.0,46.0
2014/02/14,9.4,6.4,fog,53.1,43.0
2014/02/15,11.7,5.1,fog,52.0,41.0
2014/02/16,26.4,7.9,fog,48.9,39.0
2014/02/17,14.5,5.5,fog,46.9,39.9
2014/02/18,15.2,6.2,fog,48.0,41.0
2014/02/19,1.0,6.0,sun,46.9,39.0
2014/02/20,3.0,6.9,fog,50.0,42.1
2014/02/21,2.8,2.9,fog,44.1,39.0
2014/02/22,2.5,3.1,fog,42.1,37.0
2014/02/23,6.1,2.6,fog,45.0,39.0
2014/02/24,13.0,3.2,fog,44.1,37.9
2014/02/25,0.3,4.5,fog,54.0,39.0
2014/02/26,0.0,2.5,sun,57.0,42.1
2014/02/27,0.0,2.3,sun,55.0,39.9
2014/02/28,0.0,5.9,sun,57.9,39.9
2014/03/01,0.5,4.7,sun,45.0,39.9
2014/03/02,19.1,5.7,fog,52.0,37.0
2014/03/03,10.7,5.1,fog,57.9,48.0
2014/03/04,16.5,3.9,fog,57.0,46.0
2014/03/05,46.7,3.9,fog,60.1,51.1
2014/03/06,3.0,6.2,fog,55.9,50.0
2014/03/07,0.0,4.2,sun,60.1,48.0
2014/03/08,32.3,2.7,fog,55.0,44.1
2014/03/09,4.3,4.3,fog,59.0,48.9
2014/03/10,18.8,2.2,fog,54.0,43.0
2014/03/11,0.0,2.3,fog,57.9,39.9
2014/03/12,0.0,1.9,fog,61.0,37.9
2014/03/13,0.5,2.5,fog,57.0,41.0
2014/03/14,6.9,6.1,fog,57.9,46.9
2014/03/15,8.1,3.0,fog,62.1,39.9
2014/03/16,27.7,3.8,fog,51.1,39.9
2014/03/17,0.3,3.2,fog,50.0,37.0
2014/03/18,0.0,1.6,sun,50.0,37.9
2014/03/19,0.5,5.1,sun,52.0,37.9
2014/03/20,0.0,3.0,sun,52.0,35.1
2014/03/21,0.0,3.8,sun,51.1,37.0
2014/03/22,0.0,1.8,sun,52.0,34.0
2014/03/23,0.0,3.3,sun,55.0,39.9
2014/03/24,0.0,2.2,sun,66.0,37.0
2014/03/25,4.1,4.4,fog,57.0,44.1
2014/03/26,3.6,2.4,fog,52.0,42.1
2014/03/27,0.3,2.8,fog,54.0,44.1
2014/03/28,22.1,3.9,fog,53.1,45.0
2014/03/29,14.0,5.1,fog,53.1,45.0
2014/03/30,0.0,5.1,sun,52.0,41.0
2014/03/31,0.0,3.8,sun,60.1,36.0
2014/04/01,0.0,2.8,sun,57.9,44.1
2014/04/02,0.0,4.2,sun,57.9,42.1
2014/04/03,2.5,3.9,sun,55.9,43.0
2014/04/04,0.0,4.7,sun,55.0,43.0
2014/04/05,4.6,4.3,fog,53.1,46.0
2014/04/06,0.0,2.6,sun,57.0,46.9
2014/04/07,0.0,2.5,sun,70.0,48.9
2014/04/08,4.6,4.2,fog,60.1,46.9
2014/04/09,0.0,2.9,sun,57.9,44.1
2014/04/10,0.0,3.6,sun,59.0,44.1
2014/04/11,0.0,2.8,sun,63.0,41.0
2014/04/12,0.0,4.4,sun,61.0,46.0
2014/04/13,0.0,3.1,sun,69.1,42.1
2014/04/14,0.0,2.6,sun,68.0,42.1
2014/04/15,0.5,4.0,sun,57.9,46.0
2014/04/16,10.9,4.6,fog,52.0,48.0
2014/04/17,18.5,4.7,fog,53.1,45.0
2014/04/18,0.0,3.8,sun,57.9,42.1
2014/04/19,13.7,4.7,fog,53.1,42.1
2014/04/20,0.0,2.7,sun,60.1,42.1
2014/04/21,5.1,2.5,fog,63.0,46.0
2014/04/22,14.2,4.2,fog,54.0,41.0
2014/04/23,8.9,5.0,fog,53.1,43.0
2014/04/24,12.4,5.3,fog,57.0,43.0
2014/04/25,0.0,2.3,sun,57.9,42.1
2014/04/26,3.3,3.9,sun,59.0,42.1
2014/04/27,6.9,5.8,fog,52.0,43.0
2014/04/28,0.0,2.6,sun,61.0,39.9
2014/04/29,0.0,2.3,sun,77.0,48.9
2014/04/30,0.0,3.9,sun,82.0,48.9
2014/05/01,0.0,3.0,sun,84.9,52.0
2014/05/02,0.0,4.7,sun,64.9,51.1
2014/05/03,33.3,3.4,fog,59.0,48.0
2014/05/04,16.0,4.2,fog,57.9,48.0
2014/05/05,5.1,3.8,fog,60.1,48.9
2014/05/06,0.0,2.6,sun,62.1,46.9
2014/05/07,0.0,1.7,sun,64.9,45.0
2014/05/08,13.7,3.4,fog,57.0,48.9
2014/05/09,2.0,5.6,sun,55.9,45.0
2014/05/10,0.5,2.1,fog,60.1,45.0
2014/05/11,0.0,1.7,sun,66.0,46.9
2014/05/12,0.0,2.7,sun,75.9,48.9
2014/05/13,0.0,3.8,sun,80.1,55.0
2014/05/14,0.0,3.3,sun,82.0,55.9
2014/05/15,0.0,3.0,sun,80.1,55.0
2014/05/16,0.0,4.1,sun,68.0,53.1
2014/05/17,0.0,3.2,sun,68.0,53.1
2014/05/18,0.0,3.2,sun,68.0,51.1
2014/05/19,0.0,2.2,sun,70.0,50.0
2014/05/20,0.0,2.7,sun,72.0,50.0
2014/05/21,0.0,1.7,sun,68.0,51.1
2014/05/22,0.0,2.5,sun,75.9,53.1
2014/05/23,3.8,4.0,fog,68.0,55.0
2014/05/24,0.0,2.4,sun,64.9,52.0
2014/05/25,5.6,1.4,fog,59.0,51.1
2014/05/26,0.0,4.5,sun,64.9,52.0
2014/05/27,0.0,2.5,sun,68.0,50.0
2014/05/28,0.0,3.4,sun,66.0,50.0
2014/05/29,0.0,4.3,sun,66.0,52.0
2014/05/30,0.0,4.5,sun,69.1,48.0
2014/05/31,0.0,2.2,sun,73.9,50.0
2014/06/01,0.0,2.3,sun,72.0,51.1
2014/06/02,0.0,2.4,sun,73.9,52.0
2014/06/03,0.0,3.2,sun,64.9,52.0
2014/06/04,0.0,2.6,sun,66.9,50.0
2014/06/05,0.0,2.4,sun,72.0,50.0
2014/06/06,0.0,3.2,sun,77.0,51.1
2014/06/07,0.0,3.1,sun,75.9,55.9
2014/06/08,0.0,2.1,sun,73.9,54.0
2014/06/09,0.0,3.6,sun,70.0,55.9
2014/06/10,0.0,2.9,sun,68.0,54.0
2014/06/11,0.0,2.7,sun,75.0,52.0
2014/06/12,1.8,4.0,sun,71.1,54.0
2014/06/13,6.4,5.0,fog,60.1,52.0
2014/06/14,0.0,3.2,sun,64.0,53.1
2014/06/15,0.5,3.6,fog,64.9,50.0
2014/06/16,3.6,2.4,fog,64.0,48.0
2014/06/17,1.3,3.0,fog,64.0,50.0
2014/06/18,0.0,2.7,sun,66.0,52.0
2014/06/19,0.8,3.7,sun,78.1,53.1
2014/06/20,0.3,3.4,sun,68.0,50.0
2014/06/21,0.0,3.6,sun,72.0,51.1
2014/06/22,0.0,2.7,sun,77.0,52.0
2014/06/23,0.0,2.5,sun,77.0,55.9
2014/06/24,0.0,2.5,sun,75.9,57.9
2014/06/25,0.0,2.4,sun,79.0,57.0
2014/06/26,0.0,4.1,sun,70.0,57.9
2014/06/27,1.8,4.5,fog,70.0,57.0
2014/06/28,2.3,4.3,fog,68.0,55.9
2014/06/29,0.0,3.2,sun,69.1,55.0
2014/06/30,0.0,4.4,sun,78.1,55.0
2014/07/01,0.0,3.5,sun,93.9,60.1
2014/07/02,0.0,3.6,sun,81.0,57.9
2014/07/03,0.0,3.1,sun,71.1,57.0
2014/07/04,0.0,3.6,sun,75.0,57.0
2014/07/05,0.0,2.2,fog,75.9,55.9
2014/07/06,0.0,3.0,sun,84.0,59.0
2014/07/07,0.0,4.1,fog,81.0,64.0
2014/07/08,0.0,3.5,sun,86.0,60.1
2014/07/09,0.0,2.3,sun,80.1,57.0
2014/07/10,0.0,2.2,fog,84.0,55.0
2014/07/11,0.0,2.2,sun,88.0,59.0
2014/07/12,0.0,2.2,sun,90.0,62.1
2014/07/13,0.0,2.6,rain,84.9,59.0
2014/07/14,0.0,2.8,sun,82.0,59.0
2014/07/15,0.0,2.3,sun,88.0,57.0
2014/07/16,0.0,2.4,sun,88.0,57.9
2014/07/17,0.0,3.7,sun,80.1,57.0
2014/07/18,0.0,2.8,sun,75.0,53.1
2014/07/19,0.0,5.4,fog,78.1,59.0
2014/07/20,0.0,2.8,sun,66.9,57.9
2014/07/21,0.0,2.2,sun,75.0,55.9
2014/07/22,0.3,1.1,fog,70.0,55.9
2014/07/23,19.3,3.3,sun,66.0,55.9
2014/07/24,0.0,4.7,sun,69.1,55.0
2014/07/25,0.0,2.7,sun,73.0,54.0
2014/07/26,0.0,3.6,sun,79.0,55.9
2014/07/27,0.0,4.1,sun,82.9,59.0
2014/07/28,0.0,3.7,sun,87.1,59.0
2014/07/29,0.0,2.8,sun,86.0,60.1
2014/07/30,0.0,3.4,sun,84.9,57.9
2014/07/31,0.0,4.1,sun,87.1,64.0
2014/08/01,0.0,3.3,sun,84.0,59.0
2014/08/02,0.5,1.7,sun,84.9,60.1
2014/08/03,0.0,2.6,sun,89.1,57.9
2014/08/04,0.0,2.6,sun,91.0,61.0
2014/08/05,0.0,2.7,sun,77.0,57.0
2014/08/06,0.0,2.2,fog,79.0,59.0
2014/08/07,0.0,2.4,fog,78.1,55.9
2014/08/08,0.0,2.9,sun,78.1,55.9
2014/08/09,0.0,4.1,sun,81.0,60.1
2014/08/10,0.0,3.4,sun,87.1,57.0
2014/08/11,0.5,2.6,rain,96.1,64.0
2014/08/12,12.7,3.1,fog,81.0,63.0
2014/08/13,21.6,2.7,fog,73.9,59.0
2014/08/14,0.0,0.6,sun,70.0,63.0
2014/08/15,1.0,1.5,fog,75.9,62.1
2014/08/16,0.0,2.2,sun,78.1,60.1
2014/08/17,0.0,2.8,sun,82.0,59.0
2014/08/18,0.0,3.3,sun,84.9,60.1
2014/08/19,0.0,2.4,sun,81.0,60.1
2014/08/20,0.0,3.6,sun,71.1,57.0
2014/08/21,0.0,1.7,sun,70.0,52.0
2014/08/22,0.0,2.9,sun,75.0,55.9
2014/08/23,0.0,2.0,sun,82.0,57.0
2014/08/24,0.0,2.3,sun,77.0,55.9
2014/08/25,0.0,2.0,sun,84.0,57.9
2014/08/26,0.0,1.8,sun,88.0,60.1
2014/08/27,0.0,1.6,sun,84.0,61.0
2014/08/28,0.0,2.3,sun,73.9,57.9
2014/08/29,0.0,3.4,sun,73.0,59.0
2014/08/30,8.4,2.2,fog,64.0,59.0
2014/08/31,1.3,1.9,fog,70.0,57.0
2014/09/01,0.0,2.5,sun,73.9,55.0
2014/09/02,3.0,4.3,fog,68.0,57.0
2014/09/03,0.0,2.7,sun,69.1,55.0
2014/09/04,0.0,3.1,fog,75.0,52.0
2014/09/05,0.0,6.5,fog,82.0,57.0
2014/09/06,0.0,2.9,sun,90.0,59.0
2014/09/07,0.0,2.1,sun,82.9,55.9
2014/09/08,0.0,2.8,sun,70.0,55.9
2014/09/09,0.0,2.3,sun,71.1,55.9
2014/09/10,0.0,3.9,sun,72.0,54.0
2014/09/11,0.0,5.3,sun,75.9,55.0
2014/09/12,0.0,5.9,sun,75.9,55.0
2014/09/13,0.0,4.2,sun,82.9,50.0
2014/09/14,0.0,1.8,sun,86.0,53.1
2014/09/15,0.0,1.2,sun,87.1,54.0
2014/09/16,0.0,2.8,sun,72.0,57.0
2014/09/17,0.5,2.3,sun,73.0,57.9
2014/09/18,0.3,3.1,fog,66.9,59.0
2014/09/19,0.0,2.8,sun,75.0,61.0
2014/09/20,0.0,4.4,fog,75.9,57.9
2014/09/21,0.0,3.0,sun,79.0,55.0
2014/09/22,0.3,2.1,fog,72.0,59.0
2014/09/23,18.3,2.5,fog,66.0,57.9
2014/09/24,20.3,2.7,fog,66.0,57.9
2014/09/25,4.3,2.5,fog,71.1,57.9
2014/09/26,8.9,3.3,fog,68.0,57.0
2014/09/27,0.0,3.2,fog,69.1,53.1
2014/09/28,0.0,2.0,fog,66.0,54.0
2014/09/29,0.8,3.5,fog,62.1,52.0
2014/09/30,0.0,2.6,sun,66.9,54.0
2014/10/01,0.0,2.1,sun,64.9,52.0
2014/10/02,0.0,2.0,sun,66.9,50.0
2014/10/03,0.0,1.0,sun,72.0,48.0
2014/10/04,0.0,1.2,sun,71.1,54.0
2014/10/05,0.0,1.4,fog,75.0,53.1
2014/10/06,0.0,2.5,fog,78.1,55.9
2014/10/07,0.0,1.0,fog,66.0,57.0
2014/10/08,0.0,1.8,fog,69.1,55.0
2014/10/09,0.0,1.0,fog,63.0,52.0
2014/10/10,0.3,3.8,fog,64.9,50.0
2014/10/11,7.4,3.5,rain,64.9,53.1
2014/10/12,0.0,2.1,sun,64.0,53.1
2014/10/13,7.6,3.1,fog,70.0,50.0
2014/10/14,7.1,2.2,fog,62.1,53.1
2014/10/15,8.6,4.7,fog,61.0,53.1
2014/10/16,0.0,3.3,sun,69.1,52.0
2014/10/17,3.3,3.0,fog,62.1,53.1
2014/10/18,15.0,1.9,fog,66.9,57.0
2014/10/19,0.0,3.2,sun,72.0,55.0
2014/10/20,11.7,3.1,fog,61.0,54.0
2014/10/21,1.0,4.7,sun,61.0,53.1
2014/10/22,32.0,5.0,fog,60.1,53.1
2014/10/23,9.4,4.6,sun,57.9,46.9
2014/10/24,4.1,3.2,sun,57.9,48.0
2014/10/25,6.1,5.4,fog,62.1,46.9
2014/10/26,1.5,5.0,fog,55.0,46.0
2014/10/27,0.8,2.4,sun,60.1,44.1
2014/10/28,12.7,3.9,fog,59.0,48.9
2014/10/29,0.5,3.1,fog,62.1,53.1
2014/10/30,25.4,3.2,fog,60.1,52.0
2014/10/31,17.0,2.0,fog,55.0,46.9
2014/11/01,0.0,1.2,fog,52.0,45.0
2014/11/02,1.8,2.9,fog,55.9,45.0
2014/11/03,10.9,4.8,fog,57.0,52.0
2014/11/04,4.1,3.3,fog,57.9,51.1
2014/11/05,4.8,2.1,fog,59.0,51.1
2014/11/06,4.1,6.7,fog,62.1,51.1
2014/11/07,0.0,2.3,sun,57.9,45.0
2014/11/08,0.0,0.8,fog,55.0,39.0
2014/11/09,5.1,3.0,fog,55.9,46.0
2014/11/10,0.0,3.9,sun,52.0,42.1
2014/11/11,0.0,7.7,sun,46.0,34.0
2014/11/12,0.0,7.6,sun,44.1,32.0
2014/11/13,0.0,4.7,sun,45.0,33.1
2014/11/14,0.0,4.5,sun,45.0,28.2
2014/11/15,0.0,4.2,sun,46.9,29.1
2014/11/16,0.0,4.2,sun,48.9,28.2
2014/11/17,0.0,1.9,sun,51.1,28.2
2014/11/18,0.0,0.9,sun,45.0,31.1
2014/11/19,0.0,1.9,sun,52.0,36.0
2014/11/20,3.6,2.1,fog,52.0,42.1
2014/11/21,15.2,4.7,fog,52.0,46.9
2014/11/22,0.5,4.7,sun,48.9,44.1
2014/11/23,11.9,5.1,fog,55.0,42.1
2014/11/24,1.3,3.8,fog,53.1,39.9
2014/11/25,18.3,4.5,fog,57.0,48.9
2014/11/26,0.3,3.9,sun,59.0,54.0
2014/11/27,3.3,6.6,fog,57.9,53.1
2014/11/28,34.3,5.8,fog,55.0,37.9
2014/11/29,3.6,5.3,fog,39.9,24.3
2014/11/30,0.0,4.4,sun,37.0,23.2
2014/12/01,0.0,2.2,sun,39.9,26.2
2014/12/02,0.0,5.7,fog,42.1,26.2
2014/12/03,0.0,3.6,sun,50.0,32.0
2014/12/04,0.8,1.1,fog,46.9,39.0
2014/12/05,3.0,3.1,fog,55.0,44.1
